Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2024-05-16,09:54,Thursday,UNION STATION,PUOPO,0,0,N,YU,5986
2024-05-16,10:55,Thursday,PIONEER VILLAGE STATIO,MUIS,0,0,S,YU,0
2024-05-16,11:25,Thursday,SPADINA BD STATION,SUO,3,7,W,BD,5093
2024-05-16,11:25,Thursday,ST GEORGE YUS STATION,SUDP,3,8,N,YU,5601
2024-05-16,11:46,Thursday,FINCH WEST STATION,MUPAA,3,8,N,YU,5571
2024-05-16,12:02,Thursday,UNION STATION,SUO,0,0,N,YU,5781
2024-05-16,12:13,Thursday,KIPLING STATION,PUSRA,3,7,E,BD,5160
2024-05-16,12:22,Thursday,ST CLAIR STATION,SUDP,0,0,N,YU,5626
2024-05-16,12:22,Thursday,WILSON STATION,PUMEL,0,0,,YU,0
2024-05-16,12:49,Thursday,DUNDAS STATION,MUIRS,0,0,,YU,0
2024-05-16,13:05,Thursday,CHRISTIE STATION,TUSC,3,7,E,BD,5146
2024-05-16,13:05,Thursday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5761
2024-05-16,13:12,Thursday,DAVISVILLE STATION,SUDP,15,20,S,YU,5621
2024-05-16,13:17,Thursday,COLLEGE STATION,SUDP,0,0,S,YU,5786
2024-05-16,13:30,Thursday,PAPE STATION,SUDP,0,0,W,BD,5208
2024-05-16,13:44,Thursday,DUNDAS WEST STATION,PUSRA,4,8,W,BD,5235
2024-05-16,14:05,Thursday,KEELE STATION,SUDP,3,7,E,BD,5539
2024-05-16,14:10,Thursday,PAPE STATION,MUI,10,14,E,BD,5244
2024-05-16,14:13,Thursday,QUEEN STATION,SUO,22,27,S,YU,5961
2024-05-16,14:28,Thursday,EGLINTON STATION,SUDP,0,0,N,YU,0
2024-05-16,15:00,Thursday,DUPONT STATION,SUAP,0,0,S,YU,5811
2024-05-16,15:07,Thursday,EGLINTON STATION,MUPAA,3,8,S,YU,5406
2024-05-16,15:10,Thursday,BLOOR STATION,TUO,0,0,N,YU,5916
2024-05-16,15:14,Thursday,KING STATION,MUIS,0,0,N,YU,0
2024-05-16,15:17,Thursday,YONGE BD STATION,PUSTS,5,9,W,BD,5284
2024-05-16,15:19,Thursday,YORK MILLS STATION,MUIRS,0,0,N,YU,0
2024-05-16,15:21,Thursday,BLOOR STATION,SUDP,10,15,S,YU,5406
2024-05-16,15:37,Thursday,EGLINTON STATION,SUDP,7,12,N,YU,5781
2024-05-16,15:47,Thursday,ROYAL YORK STATION,MUDD,0,0,W,BD,5284
2024-05-16,16:36,Thursday,SPADINA BD STATION,MUPAA,3,6,E,BD,5130
2024-05-16,16:51,Thursday,BROADVIEW CENTRE TRACK,TUO,0,0,W,BD,5013
2024-05-16,17:09,Thursday,WELLESLEY STATION,EUDO,0,0,N,YU,6111
2024-05-16,17:23,Thursday,FINCH STATION,MUIS,0,0,,YU,0
2024-05-16,17:44,Thursday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6016
2024-05-16,17:46,Thursday,HIGHWAY 407 STATION,PUOPO,5,8,S,YU,6016
2024-05-16,18:57,Thursday,EGLINTON STATION,MUIS,0,0,,YU,0
2024-05-16,18:58,Thursday,MUSEUM STATION,MUNCA,0,0,,YU,0
2024-05-16,19:00,Thursday,WARDEN STATION,MUPAA,0,0,W,BD,5361
2024-05-16,19:09,Thursday,DAVISVILLE STATION,MUIRS,0,0,N,YU,0
2024-05-16,19:27,Thursday,WELLESLEY STATION,SUDP,15,20,N,YU,5391
2024-05-16,19:51,Thursday,SHERBOURNE STATION,PUSI,24,29,W,BD,5335
2024-05-16,20:14,Thursday,ST PATRICK STATION,MUIRS,0,0,N,YU,5906
2024-05-16,20:15,Thursday,FINCH STATION,MUIS,0,0,,YU,0
2024-05-16,21:21,Thursday,JANE STATION,TUO,0,0,W,BD,5039
2024-05-16,21:38,Thursday,SPADINA BD STATION,SUO,0,0,,BD,0
2024-05-16,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024-05-16,22:07,Thursday,KIPLING STATION,SUAP,0,0,,BD,0
2024-05-16,22:09,Thursday,YONGE BD STATION,SUAE,0,0,,BD,0
2024-05-16,22:43,Thursday,BATHURST STATION,MUDD,6,11,E,BD,5352
2024-05-16,22:47,Thursday,LANSDOWNE STATION,SUDP,12,17,E,BD,5135
2024-05-16,22:50,Thursday,111 SPADINA ROAD,SUO,0,0,,YU,0
2024-05-16,23:00,Thursday,ST CLAIR STATION TO SH,MUO,0,0,,YU,0
2024-05-16,23:05,Thursday,FINCH STATION,SUO,0,0,,YU,0
2024-05-16,23:16,Thursday,SHERBOURNE STATION,SUDP,3,8,W,BD,5160
2024-05-16,01:37,Thursday,DUNDAS STATION,MUATC,5,10,N,YU,5541
2024-05-16,13:13,Thursday,SHEPPARD-YONGE STATION,MUSAN,16,23,E,SHP,6186
2024-05-16,22:55,Thursday,DON MILLS STATION,SUO,3,10,W,SHP,6186
2024-05-17,02:18,Friday,JANE STATION,MUIS,0,0,E,BD,0
2024-05-17,03:43,Friday,SPADINA BD STATION,SUDP,0,0,,BD,0
2024-05-17,06:00,Friday,TORONTO TRANSIT COMMIS,MUO,0,0,,YU/BD,0
2024-05-17,06:20,Friday,KENNEDY BD STATION,MUTO,3,5,,BD,5286
2024-05-17,06:25,Friday,KING STATION,PUOPO,0,0,N,YU,5716
2024-05-17,06:31,Friday,KEELE STATION,MUSC,0,0,W,BD,5169
2024-05-17,07:16,Friday,ST PATRICK STATION,SUDP,4,7,S,YU,5896
2024-05-17,07:22,Friday,EGLINTON STATION,SUUT,5,8,N,YU,5796
2024-05-17,07:55,Friday,YONGE BD STATION,SUDP,0,0,E,BD,5064
2024-05-17,08:46,Friday,ISLINGTON STATION,EUNT,0,0,W,BD,5067
2024-05-17,09:22,Friday,WARDEN STATION,SUO,0,0,,BD,0
2024-05-17,09:35,Friday,SUMMERHILL STATION,PUOPO,5,8,N,YU,5886
2024-05-17,09:43,Friday,SUMMERHILL STATION,PUOPO,5,8,N,YU,5636
2024-05-17,09:54,Friday,MAIN STREET STATION,EUSC,0,0,W,BD,5221
2024-05-17,11:14,Friday,KING STATION,SUDP,0,0,N,YU,0
2024-05-17,11:57,Friday,YORK MILLS STATION,PUMEL,0,0,,YU,0
2024-05-17,12:13,Friday,ST CLAIR STATION,MUIS,0,0,,YU,0
2024-05-17,12:27,Friday,ST CLAIR STATION,PUMO,0,0,,YU,0
2024-05-17,12:57,Friday,OSSINGTON STATION,SUO,0,0,,BD,0
2024-05-17,13:17,Friday,QUEEN'S PARK STATION,MUATC,3,8,N,YU,5591
2024-05-17,13:30,Friday,OLD MILL STATION,SUUT,12,16,E,BD,5024
2024-05-17,13:31,Friday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5611
2024-05-17,14:11,Friday,SPADINA BD STATION,MUPLC,0,0,W,BD,5093
2024-05-17,14:12,Friday,KING STATION,MUIRS,0,0,,YU,0
2024-05-17,14:13,Friday,SPADINA YUS STATION,MUPLC,0,0,S,YU,5471
2024-05-17,14:17,Friday,ST GEORGE BD STATION,MUPAA,0,0,E,BD,5027
2024-05-17,14:34,Friday,KEELE STATION,MUIS,0,0,W,BD,0
2024-05-17,14:43,Friday,CASTLE FRANK STATION,MUIRS,0,0,,BD,0
2024-05-17,14:49,Friday,UNION STATION,PUMST,0,0,,YU,0
2024-05-17,15:09,Friday,QUEEN'S PARK STATION,PUOPO,4,9,S,YU,5781
2024-05-17,15:27,Friday,UNION STATION,MUIS,0,0,,YU,0
2024-05-17,15:34,Friday,KEELE STATION,MUIR,3,7,E,BD,5024
2024-05-17,15:44,Friday,YORK MILLS STATION,SUO,4,9,N,YU,5771
2024-05-17,15:47,Friday,BLOOR STATION,MUPAA,3,8,S,YU,5751
2024-05-17,16:06,Friday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5761
2024-05-17,16:11,Friday,COXWELL STATION,MUSC,0,0,W,BD,5189
2024-05-17,16:29,Friday,HIGH PARK STATION,SUDP,0,0,W,BD,5177
2024-05-17,17:13,Friday,MUSEUM STATION,MUNCA,0,0,,YU,0
2024-05-17,17:15,Friday,ST ANDREW STATION,MUNCA,0,0,,YU,0
2024-05-17,17:16,Friday,YONGE BD STATION,MUNCA,0,0,,BD,0
2024-05-17,17:22,Friday,FINCH STATION,MUNCA,0,0,,YU,0
2024-05-17,18:07,Friday,YONGE BD STATION,SUO,0,0,W,BD,5189
2024-05-17,18:07,Friday,BLOOR STATION,SUDP,7,10,S,YU,5971
2024-05-17,18:22,Friday,WILSON STATION,PUOPO,3,6,N,YU,6031
2024-05-17,18:59,Friday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6111
2024-05-17,19:10,Friday,WILSON STATION,PUOPO,3,6,N,YU,5616
2024-05-17,19:27,Friday,VAUGHAN MC STATION,TUNIP,5,9,S,YU,5731
2024-05-17,20:49,Friday,QUEEN STATION,SUAP,10,15,N,YU,5426
2024-05-17,21:10,Friday,WILSON STATION,PUOPO,3,8,N,YU,6031
2024-05-17,21:15,Friday,ISLINGTON STATION,SUAP,0,0,,BD,0
2024-05-17,21:21,Friday,DUNDAS WEST STATION,SUO,0,0,,BD,0
2024-05-17,21:42,Friday,WILSON STATION,PUOPO,5,10,N,YU,5891
2024-05-17,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024-05-17,22:30,Friday,DUNDAS WEST STATION,EUDO,32,37,W,BD,5289
2024-05-17,22:46,Friday,ST PATRICK STATION,PUOPO,0,0,S,YU,5541
2024-05-17,22:50,Friday,ST GEORGE YUS STATION,SUO,0,0,,YU,1118
2024-05-17,22:50,Friday,KIPLING STATION,SUUT,17,22,W,BD,5223
2024-05-17,22:57,Friday,UNION STATION,MUIRS,0,0,,YU,0
2024-05-17,23:09,Friday,COLLEGE STATION,MUIRS,0,0,N,YU,0
2024-05-17,23:09,Friday,YORK UNIVERSITY STATIO,MUIS,0,0,,YU,0
2024-05-17,23:13,Friday,SPADINA BD STATION,SUDP,0,0,,BD,0
2024-05-17,23:14,Friday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0
2024-05-17,23:29,Friday,HIGHWAY 407 STATION,SUO,0,0,,YU,0
2024-05-17,23:52,Friday,BAY STATION,SUDP,29,34,E,BD,5246
2024-05-17,00:04,Friday,WILSON STATION,PUOPO,6,12,N,YU,6031
2024-05-17,00:11,Friday,COLLEGE STATION,SUDP,0,0,,YU,0
2024-05-17,00:37,Friday,WILSON STATION,PUOPO,5,11,N,YU,5891
2024-05-17,00:54,Friday,LANSDOWNE STATION,PUMEL,0,0,,BD,0
2024-05-17,01:11,Friday,QUEEN STATION,MUIS,0,0,,YU,0
2024-05-17,01:17,Friday,KIPLING STATION,MUIS,0,0,,BD,0
2024-05-17,06:00,Friday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0
2024-05-17,19:29,Friday,LESLIE STATION,TUSC,0,0,W,SHP,5186
2024-05-17,20:31,Friday,BAYVIEW STATION,SUDP,0,0,,SHP,0
2024-05-17,23:36,Friday,DON MILLS STATION,MUIS,0,0,,SHP,0
2024-05-17,01:13,Friday,BAYVIEW STATION,MUNCA,0,0,,SHP,0
2024-05-18,02:37,Saturday,SPADINA BD STATION,SUAE,0,0,,BD,0
2024-05-18,02:38,Saturday,FINCH STATION,SUDP,0,0,,YU,0
2024-05-18,05:54,Saturday,DONLANDS STATION,EUSC,7,0,W,BD,5133
2024-05-18,06:47,Saturday,WILSON STATION,MUO,7,0,N,YU,5546
2024-05-18,07:06,Saturday,UNION STATION,MUIRS,0,0,,YU,0
2024-05-18,08:13,Saturday,KING STATION,SUDP,0,0,,YU,0
2024-05-18,09:40,Saturday,ST PATRICK STATION,MUATC,6,11,N,YU,5591
2024-05-18,09:50,Saturday,WILSON STATION,MUO,4,10,S,YU,5861
2024-05-18,09:50,Saturday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6111
2024-05-18,10:13,Saturday,VAUGHAN MC STATION,SUG,0,0,S,YU,5931
2024-05-18,10:43,Saturday,DAVISVILLE STATION,MUO,4,8,N,YU,5000
2024-05-18,10:55,Saturday,NORTH YORK CTR STATION,MUIRS,0,0,S,YU,0
2024-05-18,11:22,Saturday,VICTORIA PARK STATION,MUIRS,0,0,E,BD,0
2024-05-18,11:57,Saturday,ST GEORGE BD STATION,SUDP,12,16,E,BD,5277
2024-05-18,12:00,Saturday,ST GEORGE YUS STATION,SUO,0,0,N,YU,5546
2024-05-18,12:15,Saturday,DAVISVILLE STATION,MUPAA,6,10,N,YU,5471
2024-05-18,12:23,Saturday,DUFFERIN STATION,SUO,0,0,,BD,0
2024-05-18,12:51,Saturday,SHEPPARD STATION,SUDP,0,0,N,YU,5661
2024-05-18,12:53,Saturday,MAIN STREET STATION,MUSAN,5,9,E,BD,5324
2024-05-18,13:17,Saturday,ST CLAIR WEST STATION,SUDP,0,0,,YU,0
2024-05-18,13:28,Saturday,DUFFERIN STATION,MUSAN,3,7,W,BD,5210
2024-05-18,13:31,Saturday,DUNDAS WEST STATION,MUIRS,0,0,E,BD,5364
2024-05-18,13:48,Saturday,ST CLAIR STATION,MUIS,0,0,N,YU,0
2024-05-18,14:03,Saturday,OSSINGTON STATION,SUDP,19,23,W,BD,5191
2024-05-18,14:29,Saturday,SHEPPARD WEST STATION,SUO,20,24,N,YU,5566
2024-05-18,14:43,Saturday,ST GEORGE YUS STATION,SUUT,0,0,N,YU,0
2024-05-18,15:03,Saturday,SPADINA BD STATION,SUDP,3,7,W,BD,5067
2024-05-18,15:24,Saturday,UNION STATION,MUIS,0,0,,YU,0
2024-05-18,15:27,Saturday,BAY LOWER,MUO,53,57,S,YU,5436
2024-05-18,15:28,Saturday,WELLESLEY STATION,MUIRS,0,0,N,YU,0
2024-05-18,16:16,Saturday,FINCH WEST STATION,SUDP,0,0,,YU,0
2024-05-18,16:25,Saturday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6111
2024-05-18,16:30,Saturday,PAPE STATION,SUSA,0,0,E,BD,5023
2024-05-18,16:36,Saturday,EGLINTON WEST STATION,MUPAA,4,8,N,YU,5736
2024-05-18,16:42,Saturday,DUFFERIN STATION,SUDP,4,8,W,YU,5313
2024-05-18,16:46,Saturday,DOWNSVIEW PARK STATION,PUOPO,3,7,S,YU,5466
2024-05-18,17:04,Saturday,VAUGHAN MC STATION,MUSAN,4,8,S,YU,5586
2024-05-18,17:09,Saturday,BROADVIEW STATION,PUMO,0,0,,BD,0
2024-05-18,17:22,Saturday,MUSEUM STATION,MUNCA,0,0,,YU,0
2024-05-18,18:11,Saturday,MUSEUM STATION,MUIRS,0,0,S,YU,0
2024-05-18,18:19,Saturday,YONGE BD STATION,PUMEL,0,0,,BD,0
2024-05-18,18:31,Saturday,MUSEUM STATION,MUNCA,0,0,,YU,0
2024-05-18,19:13,Saturday,FINCH WEST STATION,SUDP,6,10,N,YU,5576
2024-05-18,19:13,Saturday,WARDEN STATION,MUNCA,0,0,,BD,0
2024-05-18,19:19,Saturday,DONLANDS STATION,SUROB,0,0,,BD,0
2024-05-18,19:31,Saturday,KEELE STATION,SUO,0,0,W,BD,0
2024-05-18,20:33,Saturday,ST CLAIR WEST STATION,MUO,0,0,,YU,0
2024-05-18,20:33,Saturday,BATHURST STATION,SUDP,0,0,E,BD,0
2024-05-18,20:36,Saturday,HIGH PARK STATION,MUIRS,0,0,W,BD,0
2024-05-18,20:51,Saturday,KIPLING STATION,PUMEL,0,0,,BD,0
2024-05-18,20:55,Saturday,BROADVIEW STATION,MUDD,6,11,E,BD,5349
2024-05-18,21:20,Saturday,DUNDAS STATION,SUO,0,0,S,YU,0
2024-05-18,21:25,Saturday,DUNDAS WEST STATION,TUMVS,3,8,W,BD,5191
2024-05-18,21:35,Saturday,COXWELL STATION,MUIS,0,0,,BD,0
2024-05-18,21:49,Saturday,ST CLAIR STATION,MUI,17,22,N,YU,5541
2024-05-18,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/ BD,0
2024-05-18,22:06,Saturday,VAUGHAN MC STATION,PUOPO,0,0,,YU,0
2024-05-18,22:15,Saturday,LAWRENCE WEST STATION,SUDP,0,0,,YU,0
2024-05-18,22:44,Saturday,YONGE BD STATION,SUO,18,24,E,BD,5318
2024-05-18,22:46,Saturday,BLOOR STATION,SUO,0,0,S,YU,5441
2024-05-18,23:03,Saturday,ROSEDALE STATION,MUPAA,0,0,N,YU,6111
2024-05-18,23:14,Saturday,KENNEDY BD STATION,MUTO,12,18,W,BD,5223
2024-05-18,23:52,Saturday,BATHURST STATION,MUIRS,0,0,W,BD,0
2024-05-18,00:15,Saturday,SPADINA YUS STATION,MUIS,0,0,N,YU,0
2024-05-18,00:24,Saturday,KENNEDY BD STATION,MUTO,6,12,W,BD,5277
2024-05-18,00:31,Saturday,UNION STATION,MUIS,0,0,,YU,0
2024-05-18,00:52,Saturday,KENNEDY BD STATION,MUIRS,0,0,,BD,0
2024-05-18,01:02,Saturday,KIPLING STATION,SUO,0,0,,BD,0
2024-05-18,01:06,Saturday,KENNEDY BD STATION,SUDP,0,0,,BD,0
2024-05-18,01:21,Saturday,DUPONT STATION,MUIRS,0,0,,YU,0
2024-05-18,01:25,Saturday,COLLEGE STATION,SUEAS,12,17,N,YU,5596
2024-05-18,16:09,Saturday,BUCHAN ESB,PUSCA,0,0,E,SHP,6176
2024-05-18,23:02,Saturday,LESLIE STATION,PUOPO,0,0,W,SHP,6186
2024-05-19,08:31,Sunday,BLOOR STATION,TUS,18,0,N,YU,5406
2024-05-19,09:17,Sunday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6111
2024-05-19,11:03,Sunday,KIPLING STATION,SUEAS,5,10,E,BD,5144
2024-05-19,12:03,Sunday,VAUGHAN MC STATION,PUOPO,0,0,N,YU,6111
2024-05-19,12:03,Sunday,MAIN STREET STATION,EUSC,0,0,W,BD,5097
2024-05-19,13:48,Sunday,LAWRENCE WEST STATION,PUATC,0,0,S,YU,6056
2024-05-19,14:51,Sunday,ST GEORGE YUS STATION,SUDP,7,11,N,YU,5451
2024-05-19,15:04,Sunday,JANE STATION,MUIRS,0,0,,BD,0
2024-05-19,15:09,Sunday,BLOOR STATION,MUIS,0,0,N,YU,0
2024-05-19,15:21,Sunday,MARKDALE EEB,SUO,0,0,,YU,0
2024-05-19,15:45,Sunday,EGLINTON STATION,MUIRS,0,0,,YU,0
2024-05-19,15:52,Sunday,GREENWOOD STATION,MUIRS,0,0,,BD,0
2024-05-19,16:01,Sunday,DONLANDS STATION,TUO,5,9,E,BD,5208
2024-05-19,16:22,Sunday,WARDEN STATION,MUIS,0,0,,BD,0
2024-05-19,16:29,Sunday,KEELE STATION,SUDP,0,0,W,BD,0
2024-05-19,16:29,Sunday,DUPONT STATION,MUIS,0,0,N,YU,5891
2024-05-19,17:19,Sunday,WELLESLEY STATION,MUPAA,4,8,S,YU,5836
2024-05-19,17:50,Sunday,BROADVIEW STATION,MUIS,0,0,E,BD,0
2024-05-19,18:09,Sunday,YONGE BD STATION,SUAE,0,0,,BD,0
2024-05-19,18:26,Sunday,QUEEN'S PARK STATION,MUATC,4,8,S,YU,5596
2024-05-19,18:48,Sunday,KEELE STATION,SUO,0,0,,BD,7270
2024-05-19,18:50,Sunday,SUMMERHILL STATION,MUI,18,22,N,YU,5596
2024-05-19,18:52,Sunday,DUNDAS STATION,MUIRS,0,0,S,YU,0
2024-05-19,19:50,Sunday,QUEEN STATION,SUAE,0,0,S,YU,5746
2024-05-19,20:19,Sunday,VAUGHAN MC STATION,PUOPO,3,9,S,YU,6111
2024-05-19,20:52,Sunday,ST CLAIR STATION,SUPOL,7,13,S,YU,5736
2024-05-19,20:58,Sunday,EGLINTON STATION,SUPOL,0,0,S,YU,5866
2024-05-19,21:14,Sunday,DUNDAS STATION,MUIRS,0,0,N,YU,0
2024-05-19,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YUS/BD,0
2024-05-19,22:43,Sunday,LANSDOWNE STATION,MUNCA,0,0,,BD,0
2024-05-19,22:43,Sunday,ST GEORGE YUS STATION,MUI,17,22,N,YU,5416
2024-05-19,22:46,Sunday,OLD MILL STATION,SUO,10,16,E,BD,5177
2024-05-19,22:51,Sunday,COXWELL STATION,SUO,0,0,,BD,0
2024-05-19,22:58,Sunday,LAWRENCE STATION,MUI,4,9,N,YU,5551
2024-05-19,23:00,Sunday,SPADINA YUS STATION,PUOPO,7,13,N,YU,5746
2024-05-19,23:43,Sunday,ST CLAIR WEST STATION,EUO,7,11,N,YU,6091
2024-05-19,00:27,Sunday,ISLINGTON STATION,PUMEL,0,0,,BD,0
2024-05-19,00:34,Sunday,BATHURST STATION,SUDP,0,0,E,BD,0
2024-05-19,01:05,Sunday,ST GEORGE BD STATION,SUDP,0,0,W,BD,5012
2024-05-19,01:30,Sunday,ST GEORGE YUS STATION,SUDP,3,9,N,YU,5981
2024-05-19,01:36,Sunday,BROADVIEW STATION,MUIS,0,0,,BD,0
2024-05-19,01:53,Sunday,KIPLING STATION,SUDP,0,0,,BD,0
2024-05-19,01:53,Sunday,VAUGHAN MC STATION,MUIR,0,0,S,YU,5981
2024-05-19,09:26,Sunday,BAYVIEW STATION,EUSC,0,0,W,SHP,6189
2024-05-19,12:04,Sunday,LESLIE STATION,SUO,0,0,,SHP,0
2024-05-19,22:16,Sunday,DON MILLS STATION,PUMEL,0,0,,SHP,0
2024-05-19,01:22,Sunday,DON MILLS STATION,SUO,0,0,,SHP,0
2024-05-20,02:31,Monday,KIPLING STATION,MUIS,0,0,,BD,0
2024-05-20,04:39,Monday,HILLCREST GATE,SUO,0,0,,,0
2024-05-20,05:34,Monday,SHERBOURNE STATION,MUNCA,0,0,,BD,0
2024-05-20,06:27,Monday,SHEPPARD STATION,MUATC,9,0,N,YU,5926
2024-05-20,06:32,Monday,DAVISVILLE YARD,SUG,0,0,,YU,0
2024-05-20,08:57,Monday,BROADVIEW STATION,PUMEL,0,0,,BD,0
2024-05-20,10:36,Monday,BATHURST STATION,SUDP,0,0,,BD,0
2024-05-20,11:11,Monday,ROYAL YORK STATION,MUIR,0,0,W,BD,5241
2024-05-20,12:29,Monday,LAWRENCE STATION,SUG,0,0,N,YU,0
2024-05-20,12:31,Monday,UNION STATION,MUATC,4,8,N,YU,5596
2024-05-20,12:58,Monday,KIPLING STATION,MUIS,0,0,,BD,0
2024-05-20,14:04,Monday,SHEPPARD WEST STATION,EUNT,5,9,S,YU,6036
2024-05-20,14:08,Monday,COLLEGE STATION,SUDP,12,16,S,YU,5971
2024-05-20,16:00,Monday,EGLINTON WEST STATION,PUMO,0,0,,YU,0
2024-05-20,16:13,Monday,ISLINGTON STATION,PUSNT,4,8,E,BD,5244
2024-05-20,16:20,Monday,FINCH STATION,TUNIP,4,8,S,YU,5556
2024-05-20,16:37,Monday,QUEEN STATION,MUIRS,0,0,N,YU,0
2024-05-20,16:40,Monday,OSGOODE STATION,MUIS,0,0,,YU,0
2024-05-20,17:34,Monday,DUFFERIN STATION,SUUT,17,21,E,BD,5283
2024-05-20,17:40,Monday,BROADVIEW STATION,SUDP,0,0,W,BD,0
2024-05-20,17:57,Monday,SHEPPARD WEST STATION,MUPAA,4,8,S,YU,5756
2024-05-20,18:03,Monday,SHEPPARD WEST STATION,SUDP,0,0,S,YU,5811
2024-05-20,18:19,Monday,WILSON STATION,SUDP,0,0,S,YU,5671
2024-05-20,18:34,Monday,SHEPPARD STATION,SUO,0,0,,YU,0
2024-05-20,19:07,Monday,YORKDALE STATION,SUEAS,14,20,N,YU,5771
2024-05-20,19:12,Monday,SPADINA BD STATION,SUO,0,0,W,BD,5201
2024-05-20,19:13,Monday,RUNNYMEDE STATION,MUIRS,0,0,,BD,0
2024-05-20,19:14,Monday,SPADINA YUS STATION,SUDP,0,0,S,YU,5636
2024-05-20,19:34,Monday,KING STATION,PUOPO,10,16,N,YU,5466
2024-05-20,19:53,Monday,SPADINA YUS STATION,PUOPO,3,9,S,YU,5681
2024-05-20,20:04,Monday,DAVISVILLE STATION,MUIS,0,0,,YU,0
2024-05-20,20:33,Monday,LAWRENCE WEST STATION,PUMEL,0,0,,YU,0
2024-05-20,20:39,Monday,DUNDAS STATION,SUDP,0,0,S,YU,0
2024-05-20,21:02,Monday,EGLINTON STATION,MUI,0,0,N,YU,5731
2024-05-20,21:07,Monday,HIGH PARK STATION,SUO,0,0,,BD,0
2024-05-20,21:19,Monday,LAWRENCE WEST STATION,SUROB,0,0,,YU,0
2024-05-20,21:57,Monday,WOODBINE STATION,SUUT,9,15,E,BD,5034
2024-05-20,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024-05-20,22:26,Monday,CHRISTIE STATION,SUO,0,0,W,BD,5093
2024-05-20,22:29,Monday,SHERBOURNE STATION,PUMST,0,0,,BD,0
2024-05-20,22:38,Monday,KENNEDY BD STATION,PUMEL,0,0,,BD,0
2024-05-20,23:45,Monday,ST GEORGE YUS STATION,SUUT,0,0,N,YU,0
2024-05-20,00:16,Monday,YONGE BD STATION,SUDP,8,14,W,BD,5095
2024-05-20,00:16,Monday,OLD MILL STATION,MUSAN,5,11,E,BD,5308
2024-05-20,00:40,Monday,KENNEDY BD STATION,MUIRS,0,0,,BD,0
2024-05-20,00:43,Monday,SHEPPARD WEST STATION,PUOPO,3,9,S,YU,5466
2024-05-20,01:06,Monday,KIPLING STATION,SUG,6,12,W,BD,5095
2024-05-20,01:43,Monday,EGLINTON WEST STATION,MUIS,0,0,S,YU,0
2024-05-20,01:50,Monday,KIPLING STATION,MUIS,0,0,,BD,0
2024-05-20,05:55,Monday,DON MILLS STATION,EUSC,8,15,W,SHP,6171
2024-05-21,02:08,Tuesday,DONLANDS STATION,EUNT,3,9,E,BD,5101
2024-05-21,05:44,Tuesday,FINCH STATION,EUAC,4,8,S,YU,5686
2024-05-21,06:05,Tuesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5996
2024-05-21,06:09,Tuesday,HIGHWAY 407 STATION,PUOPO,3,6,S,YU,5996
2024-05-21,06:21,Tuesday,FINCH WEST STATION,MUIRS,0,0,S,YU,0
2024-05-21,06:21,Tuesday,KIPLING STATION,SUDP,4,7,W,BD,5008
2024-05-21,06:26,Tuesday,ISLINGTON STATION,TUSC,0,0,W,BD,5271
2024-05-21,06:54,Tuesday,YORKDALE STATION,EUDO,12,16,S,YU,5986
2024-05-21,07:09,Tuesday,BROADVIEW STATION,PUMO,0,0,,BD,0
2024-05-21,07:46,Tuesday,GREENWOOD STATION,MUO,3,5,W,BD,5314
2024-05-21,07:47,Tuesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5976
2024-05-21,08:02,Tuesday,CHESTER STATION,TUSC,0,0,E,BD,5004
2024-05-21,08:45,Tuesday,SPADINA BD STATION,MUI,20,22,W,BD,5368
2024-05-21,08:57,Tuesday,SHERBOURNE STATION,SUDP,0,0,,BD,0
2024-05-21,09:02,Tuesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6086
2024-05-21,10:16,Tuesday,WELLESLEY STATION,MUIRS,0,0,S,YU,0
2024-05-21,10:46,Tuesday,ST CLAIR STATION,PUMST,0,0,,YU,0
2024-05-21,10:55,Tuesday,ST GEORGE YUS STATION,MUIRS,0,0,S,YU,0
2024-05-21,11:19,Tuesday,SHERBOURNE STATION,SUAP,0,0,,BD,0
2024-05-21,11:52,Tuesday,CASTLE FRANK STATION,SUO,0,0,,BD,0
2024-05-21,11:57,Tuesday,MAIN STREET STATION,PUSTS,8,12,E,BD,5030
2024-05-21,12:58,Tuesday,SHERBOURNE STATION,PUMEL,0,0,,BD,0
