Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2024-05-21,13:12,Tuesday,GREENWOOD YARD,MUIE,0,0,,BD,0
2024-05-21,13:18,Tuesday,BAY STATION,SUDP,0,0,W,BD,5241
2024-05-21,14:12,Tuesday,FINCH STATION,MUD,5,10,S,YU,5461
2024-05-21,14:55,Tuesday,BROADVIEW STATION,SUDP,6,10,W,BD,5017
2024-05-21,15:09,Tuesday,HIGHWAY 407 STATION,SUO,0,0,,YU,0
2024-05-21,15:36,Tuesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5761
2024-05-21,15:37,Tuesday,QUEEN STATION,SUG,0,0,N,YU,0
2024-05-21,15:47,Tuesday,SHEPPARD WEST STATION,EUAC,3,6,S,YU,5761
2024-05-21,15:58,Tuesday,ROYAL YORK STATION,SUUT,3,6,E,BD,5004
2024-05-21,16:27,Tuesday,BAY STATION,SUDP,0,0,W,BD,0
2024-05-21,16:33,Tuesday,WILSON STATION,MUATC,3,6,S,YU,5551
2024-05-21,16:37,Tuesday,DUNDAS STATION,PUOPO,6,9,N,YU,5466
2024-05-21,16:42,Tuesday,MAIN STREET STATION,SUROB,6,9,W,BD,5008
2024-05-21,16:52,Tuesday,OSSINGTON STATION,TUMVS,4,7,W,BD,5068
2024-05-21,16:57,Tuesday,KENNEDY BD STATION,MUIRS,0,0,,BD,0
2024-05-21,17:35,Tuesday,WELLESLEY STATION,MUIRS,0,0,,YU,0
2024-05-21,18:02,Tuesday,BLOOR STATION,SUO,0,0,S,YU,5841
2024-05-21,18:06,Tuesday,KENNEDY BD STATION,SUAP,0,0,,BD,0
2024-05-21,18:08,Tuesday,BLOOR STATION,SUDP,0,0,N,YU,5711
2024-05-21,18:58,Tuesday,DUNDAS STATION,SUDP,0,0,,YU,0
2024-05-21,19:03,Tuesday,LAWRENCE WEST STATION,SUDP,11,14,S,YU,5491
2024-05-21,19:34,Tuesday,SUMMERHILL STATION,MUO,0,0,,YU,0
2024-05-21,20:01,Tuesday,ST GEORGE YUS STATION,SUDP,0,0,N,YU,5656
2024-05-21,20:09,Tuesday,COLLEGE STATION,SUDP,0,0,S,YU,0
2024-05-21,20:21,Tuesday,DAVISVILLE STATION,MUIR,0,0,S,YU,5676
2024-05-21,20:22,Tuesday,BAY STATION,MUPAA,3,8,E,BD,5000
2024-05-21,21:29,Tuesday,DUNDAS STATION,SUDP,0,0,S,YU,5601
2024-05-21,21:37,Tuesday,BROADVIEW STATION,MUIS,0,0,,BD,0
2024-05-21,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024-05-21,22:34,Tuesday,ST GEORGE BD STATION,PUMEL,0,0,,BD,0
2024-05-21,23:39,Tuesday,UNION STATION,SUO,10,15,S,YU,5471
2024-05-21,00:01,Tuesday,WILSON YARD,MUWR,0,0,,YU,0
2024-05-21,01:46,Tuesday,GREENWOOD STATION,TUSC,3,8,W,BD,5278
2024-05-21,11:40,Tuesday,LESLIE STATION,TUSC,0,0,W,SHP,6186
2024-05-21,19:45,Tuesday,DON MILLS STATION,PUSO,0,0,E,SHP,6176
2024-05-21,20:25,Tuesday,BAYVIEW STATION,PUOPO,3,10,E,SHP,6176
2024-05-22,05:46,Wednesday,CHRISTIE STATION,MUIRS,0,0,,BD,0
2024-05-22,06:08,Wednesday,YORKDALE STATION,PUOPO,0,0,S,YU,6011
2024-05-22,06:41,Wednesday,JANE STATION,PUMST,0,0,,BD,0
2024-05-22,07:22,Wednesday,SUMMERHILL STATION,PUOPO,5,8,S,YU,5421
2024-05-22,07:28,Wednesday,ROSEDALE STATION,PUOPO,4,7,S,YU,5421
2024-05-22,07:42,Wednesday,ST GEORGE YUS STATION,SUDP,7,10,N,YU,5576
2024-05-22,07:43,Wednesday,LAWRENCE STATION,SUAP,5,8,N,YU,5876
2024-05-22,08:18,Wednesday,FINCH STATION,TUSET,3,6,S,YU,5591
2024-05-22,08:21,Wednesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5646
2024-05-22,08:38,Wednesday,DUNDAS STATION,MUPAA,5,8,S,YU,5531
2024-05-22,08:55,Wednesday,EGLINTON STATION,SUAP,0,0,,YU,0
2024-05-22,09:32,Wednesday,CASTLE FRANK STATION,MUIRS,0,0,E,BD,0
2024-05-22,09:33,Wednesday,ST GEORGE YUS STATION,SUO,0,0,S,YU,6096
2024-05-22,09:40,Wednesday,ST PATRICK STATION,SUDP,0,0,,YU,0
2024-05-22,10:09,Wednesday,DOWNSVIEW PARK STATION,PUOPO,3,7,N,YU,5466
2024-05-22,10:29,Wednesday,WELLESLEY STATION,SUO,0,0,N,YU,5711
2024-05-22,10:37,Wednesday,DAVISVILLE STATION,SUUT,15,20,N,YU,5536
2024-05-22,10:42,Wednesday,DUNDAS WEST STATION,PUSI,8,12,W,BD,5151
2024-05-22,10:58,Wednesday,FINCH WEST STATION,MUPAA,0,0,S,YU,5976
2024-05-22,11:25,Wednesday,WELLESLEY STATION,MUIR,10,15,S,YU,5771
2024-05-22,12:18,Wednesday,DUNDAS WEST STATION,SUDP,0,0,,BD,0
2024-05-22,12:54,Wednesday,VICTORIA PARK STATION,MUIRS,0,0,,BD,0
2024-05-22,13:01,Wednesday,PAPE STATION,MUIRS,0,0,,BD,0
2024-05-22,13:12,Wednesday,SUMMERHILL STATION,SUDP,7,12,S,YU,5531
2024-05-22,13:17,Wednesday,UNION STATION,SUUT,11,16,S,YU,5696
2024-05-22,13:47,Wednesday,FINCH STATION,MUIRS,0,0,,YU,0
2024-05-22,13:49,Wednesday,YORK MILLS STATION,MUPLB,50,55,N,YU,5571
2024-05-22,14:05,Wednesday,BROADVIEW STATION,PUMEL,0,0,E,BD,0
2024-05-22,14:14,Wednesday,BLOOR STATION,MUIS,0,0,,YU,0
2024-05-22,14:26,Wednesday,KING STATION,MUNCA,0,0,,YU,0
2024-05-22,14:56,Wednesday,FINCH STATION,MUO,5,10,S,YU,5781
2024-05-22,15:06,Wednesday,ST CLAIR STATION,SUO,0,0,,YU,0
2024-05-22,15:30,Wednesday,KENNEDY STATION,EUNT,4,8,W,BD,5015
2024-05-22,15:59,Wednesday,KEELE STATION,TUNOA,3,6,W,BD,5077
2024-05-22,16:16,Wednesday,ST GEORGE BD STATION,MUIRS,0,0,,BD,0
2024-05-22,16:30,Wednesday,YORKDALE STATION,TUS,7,12,N,YU,5516
2024-05-22,16:37,Wednesday,DUFFERIN STATION,SUO,0,0,W,BD,5166
2024-05-22,17:00,Wednesday,DUNDAS WEST STATION,SUDP,0,0,W,BD,8135
2024-05-22,17:06,Wednesday,DUFFERIN STATION,MUIRS,0,0,,BD,0
2024-05-22,17:12,Wednesday,YORK MILLS STATION,PUMEL,0,0,,YU,0
2024-05-22,17:35,Wednesday,QUEEN STATION,EUAC,5,8,S,YU,6071
2024-05-22,17:55,Wednesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5761
2024-05-22,18:11,Wednesday,UNION STATION,MUPAA,0,0,N,YU,6011
2024-05-22,18:15,Wednesday,PAPE STATION,PUMEL,0,0,,BD,0
2024-05-22,19:22,Wednesday,ST ANDREW STATION,SUDP,0,0,,YU,0
2024-05-22,19:25,Wednesday,MUSEUM STATION,SUDP,4,7,N,YU,5721
2024-05-22,20:01,Wednesday,YONGE BD STATION,SUDP,0,0,,BD,0
2024-05-22,20:12,Wednesday,MUSEUM STATION,MUPAA,5,10,S,YU,5796
2024-05-22,20:34,Wednesday,QUEEN STATION,SUDP,0,0,S,YU,0
2024-05-22,20:36,Wednesday,MAIN STREET STATION,MUPAA,0,0,W,BD,5093
2024-05-22,21:07,Wednesday,SHEPPARD WEST STATION,MUIS,0,0,,YU,0
2024-05-22,21:23,Wednesday,WOODBINE STATION,SUDP,18,23,E,BD,5144
2024-05-22,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024-05-22,22:16,Wednesday,EGLINTON WEST STATION,SUDP,6,11,N,YU,5921
2024-05-22,22:58,Wednesday,GREENWOOD STATION,TUSC,0,0,W,BD,5048
2024-05-22,23:26,Wednesday,MAIN STREET STATION,SUSA,0,0,,BD,0
2024-05-22,23:41,Wednesday,KEELE STATION,PUMST,0,0,W,BD,0
2024-05-22,00:08,Wednesday,ISLINGTON STATION,SUUT,0,0,E,BD,0
2024-05-22,00:41,Wednesday,KIPLING STATION,SUO,17,22,E,BD,5191
2024-05-22,00:42,Wednesday,ST CLAIR WEST STATION,MUIRS,0,0,S,YU,0
2024-05-22,00:49,Wednesday,FINCH STATION,MUPAA,0,0,S,YU,5586
2024-05-22,01:27,Wednesday,DUNDAS WEST STATION,MUIRS,0,0,,BD,0
2024-05-22,01:38,Wednesday,EGLINTON STATION,MUPAA,3,9,N,YU,5741
2024-05-22,09:19,Wednesday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6171
2024-05-22,13:16,Wednesday,SHEPPARD-YONGE STATION,PUSO,7,14,W,SHP,6186
2024-05-22,20:23,Wednesday,DON MILLS STATION,MUIR,7,14,W,SHP,6191
2024-05-22,01:26,Wednesday,DON MILLS STATION,PUOPO,0,0,W,SHP,6191
2024-05-23,02:39,Thursday,FINCH STATION,SUO,0,0,,YU,0
2024-05-23,07:03,Thursday,ROYAL YORK STATION,PUMEL,0,0,,BD,0
2024-05-23,07:04,Thursday,DONLANDS STATION,MUSC,0,0,W,BD,5058
2024-05-23,07:10,Thursday,KENNEDY BD STATION,SUDP,0,0,,BD,0
2024-05-23,08:08,Thursday,ST CLAIR WEST STATION,MUIR,19,22,S,YU,5851
2024-05-23,08:12,Thursday,KIPLING STATION,EUDO,3,5,E,BD,5042
2024-05-23,08:20,Thursday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5646
2024-05-23,09:15,Thursday,SUMMERHILL STATION,MUPLB,70,73,N,YU,6016
2024-05-23,09:44,Thursday,BAY STATION,MUSAN,7,9,E,BD,5261
2024-05-23,10:00,Thursday,BLOOR STATION,TUOS,5,8,N,YU,5701
2024-05-23,10:12,Thursday,COXWELL STATION,MUSC,0,0,W,BD,5011
2024-05-23,10:42,Thursday,LAWRENCE STATION,PUOPO,0,0,N,YU,6016
2024-05-23,11:05,Thursday,MAIN STREET STATION,PUSCR,5,9,W,BD,5095
2024-05-23,11:38,Thursday,WOODBINE STATION,SUDP,43,47,W,BD,5177
2024-05-23,12:16,Thursday,WELLESLEY STATION,SUO,0,0,,YU,0
2024-05-23,12:28,Thursday,DUNDAS STATION,MUIS,0,0,,YU,0
2024-05-23,13:04,Thursday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0
2024-05-23,13:16,Thursday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5646
2024-05-23,13:34,Thursday,DUNDAS STATION,SUDP,0,0,,YU,0
2024-05-23,13:46,Thursday,ST GEORGE BD STATION,SUO,0,0,,BD,0
2024-05-23,13:55,Thursday,KIPLING STATION,SUO,0,0,W,BD,0
2024-05-23,14:23,Thursday,SPADINA BD STATION,SUDP,0,0,W,BD,5034
2024-05-23,15:02,Thursday,KEELE STATION,SUSA,0,0,W,BD,5088
2024-05-23,15:12,Thursday,FINCH STATION,EUNT,5,10,S,YU,5631
2024-05-23,15:32,Thursday,LAWRENCE WEST STATION,SUO,0,0,,YU,0
2024-05-23,15:40,Thursday,ST GEORGE YUS STATION,PUOPO,4,9,N,YU,6046
2024-05-23,15:44,Thursday,RUNNYMEDE STATION,SUO,0,0,,BD,0
2024-05-23,16:01,Thursday,EGLINTON WEST STATION,MUPAA,0,0,S,YU,5681
2024-05-23,16:25,Thursday,DUFFERIN STATION,MUIRS,0,0,,BD,0
2024-05-23,16:29,Thursday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2024-05-23,16:38,Thursday,ST CLAIR WEST STATION,PUOPO,5,8,N,YU,5696
2024-05-23,16:45,Thursday,ST CLAIR WEST STATION,MUO,5,8,S,YU,6096
2024-05-23,16:48,Thursday,EGLINTON WEST STATION,PUOPO,4,7,N,YU,5696
2024-05-23,16:50,Thursday,KING STATION,MUPAA,4,7,S,YU,5716
2024-05-23,17:04,Thursday,CHESTER STATION,MUIRS,0,0,W,BD,5048
2024-05-23,17:13,Thursday,FINCH STATION,SUDP,0,0,,YU,0
2024-05-23,17:25,Thursday,KEELE STATION,MUSC,3,6,W,BD,5347
2024-05-23,17:25,Thursday,LANSDOWNE STATION,SUDP,0,0,W,BD,5191
2024-05-23,17:59,Thursday,WARDEN STATION,SUAP,0,0,,BD,0
2024-05-23,18:24,Thursday,DUNDAS STATION,MUIRS,0,0,,YU,0
2024-05-23,18:39,Thursday,KENNEDY BD STATION,MUI,5,10,W,BD,5177
2024-05-23,18:50,Thursday,OSSINGTON STATION,SUAP,7,10,E,BD,5187
2024-05-23,18:53,Thursday,BLOOR STATION,MUPAA,4,7,S,YU,5471
2024-05-23,19:00,Thursday,SPADINA BD STATION,PUMEL,0,0,,BD,0
2024-05-23,19:02,Thursday,BATHURST STATION,MUIRS,0,0,E,BD,5215
2024-05-23,19:22,Thursday,KING STATION,SUDP,0,0,N,YU,5991
2024-05-23,19:49,Thursday,WELLESLEY STATION,SUDP,0,0,S,YU,5986
2024-05-23,19:52,Thursday,RUNNYMEDE STATION,SUO,13,18,E,BD,5171
2024-05-23,20:21,Thursday,QUEEN STATION,SUUT,14,19,N,YU,5856
2024-05-23,20:48,Thursday,HIGHWAY 407 STATION,SUDP,0,0,,YU,0
2024-05-23,20:58,Thursday,PAPE STATION,MUTO,8,13,W,BD,5166
2024-05-23,21:25,Thursday,FINCH WEST STATION,SUDP,0,0,S,YU,5701
2024-05-23,21:30,Thursday,WILSON STATION,MUTO,0,0,N,YU,5936
2024-05-23,21:41,Thursday,UNION STATION,MUIS,0,0,,YU,0
2024-05-23,21:57,Thursday,ST CLAIR WEST STATION,MUIRS,0,0,N,YU,0
2024-05-23,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024-05-23,22:16,Thursday,BLOOR STATION,SUDP,0,0,S,YU,5716
2024-05-23,22:28,Thursday,DUNDAS WEST STATION,PUSRA,5,10,W,BD,5246
2024-05-23,22:29,Thursday,YONGE BD STATION,SUDP,0,0,W,BD,5027
2024-05-23,22:32,Thursday,LAWRENCE WEST STATION,MUIRS,0,0,,YU,0
2024-05-23,22:43,Thursday,MUSEUM STATION,SUDP,14,19,N,YU,5716
2024-05-23,22:48,Thursday,OSGOODE STATION,SUO,15,21,S,YU,6076
2024-05-23,22:58,Thursday,WELLESLEY STATION,MUIR,6,11,S,YU,5866
2024-05-23,23:09,Thursday,BROADVIEW STATION,MUIRS,0,0,,BD,0
2024-05-23,23:10,Thursday,ROYAL YORK STATION,MUO,0,0,,BD,0
2024-05-23,23:10,Thursday,ST GEORGE YUS STATION,SUDP,21,27,N,YU,5571
2024-05-23,23:15,Thursday,ST GEORGE BD STATION,SUDP,0,0,W,BD,5034
2024-05-23,23:23,Thursday,KEELE STATION,SUDP,0,0,,BD,0
2024-05-23,23:50,Thursday,YORKDALE STATION,PUOPO,0,0,S,YU,6026
2024-05-23,00:22,Thursday,KIPLING STATION,SUO,15,20,E,BD,5048
2024-05-23,00:44,Thursday,SHERBOURNE STATION,SUAE,0,0,E,BD,0
2024-05-23,01:08,Thursday,BLOOR STATION,MUIRS,0,0,N,YU,0
2024-05-23,01:23,Thursday,FINCH STATION,TUNIP,4,0,S,YU,5981
2024-05-23,01:30,Thursday,VAUGHAN MC STATION,TUO,0,0,N,YU,0
2024-05-23,01:40,Thursday,KEELE STATION,SUDP,0,0,W,BD,5043
2024-05-23,10:18,Thursday,DON MILLS STATION,MUTD,5,12,W,SHP,6186
2024-05-23,12:58,Thursday,BAYVIEW STATION,PUSTS,7,12,W,SHP,6186
2024-05-24,02:03,Friday,DUFFERIN STATION,SUO,0,0,,BD,0
2024-05-24,02:23,Friday,YORK MILLS STATION,SUO,0,0,N,YU,0
2024-05-24,04:59,Friday,DAVISVILLE STATION,PUSAC,0,0,N,YU,0
2024-05-24,05:31,Friday,QUEEN STATION,MUNCA,0,0,,YU,0
2024-05-24,05:50,Friday,KEELE STATION,SUG,6,9,W,BD,5305
2024-05-24,05:52,Friday,VAUGHAN MC STATION,PUMEL,0,0,,YU,0
2024-05-24,06:04,Friday,KING STATION,PUOPO,9,11,N,YU,5976
2024-05-24,06:12,Friday,SUMMERHILL STATION,PUOPO,0,0,N,YU,5751
2024-05-24,06:24,Friday,KING STATION,PUOPO,0,0,N,YU,5741
2024-05-24,06:29,Friday,DAVISVILLE STATION,SUAP,3,6,S,YU,5961
2024-05-24,06:32,Friday,FINCH STATION,EUO,3,6,S,YU,5391
2024-05-24,06:36,Friday,DONLANDS STATION,MUSC,0,0,E,BD,5324
2024-05-24,06:57,Friday,FINCH STATION,SUDP,16,19,S,YU,6086
2024-05-24,07:00,Friday,JANE STATION,EUSC,0,0,W,BD,5057
2024-05-24,07:12,Friday,COLLEGE STATION,SUO,0,0,S,YU,5401
2024-05-24,07:34,Friday,VAUGHAN MC STATION,SUDP,3,6,N,YU,5406
2024-05-24,07:50,Friday,FINCH STATION,MUIRS,0,0,,YU,0
2024-05-24,07:54,Friday,OLD MILL STATION,MUPAA,0,0,E,BD,5127
2024-05-24,07:56,Friday,QUEEN'S PARK STATION,SUO,0,0,,YU,0
2024-05-24,08:07,Friday,VICTORIA PARK STATION,TUMVS,4,6,W,BD,5101
2024-05-24,08:36,Friday,DAVISVILLE STATION,MUPAA,3,6,N,YU,6051
2024-05-24,08:54,Friday,MUSEUM STATION,MUATC,0,0,N,YU,5716
2024-05-24,09:09,Friday,GREENWOOD STATION,MUSC,0,0,E,BD,5013
2024-05-24,09:30,Friday,ST GEORGE BD STATION,SUAP,0,0,W,BD,0
2024-05-24,09:53,Friday,SPADINA YUS STATION,MUIRS,0,0,,YU,0
2024-05-24,10:20,Friday,ST CLAIR STATION,MUIRS,0,0,N,YU,0
2024-05-24,10:26,Friday,DUNDAS STATION,SUUT,30,35,N,YU,5711
2024-05-24,10:41,Friday,DAVISVILLE STATION,MUPAA,0,0,S,YU,5451
2024-05-24,10:57,Friday,DUNDAS STATION,SUDP,0,0,S,YU,5851
2024-05-24,11:22,Friday,MAIN STREET STATION,TUO,8,12,W,BD,5170
2024-05-24,11:40,Friday,BATHURST STATION,MUPAA,3,7,E,BD,5264
2024-05-24,11:49,Friday,PAPE STATION,SUAP,0,0,W,BD,5343
2024-05-24,12:19,Friday,OSGOODE STATION,MUIRS,0,0,,YU,0
2024-05-24,12:45,Friday,PAPE STATION,SUAP,0,0,W,BD,0
2024-05-24,13:53,Friday,UNION STATION,SUO,5,10,N,YU,5401
2024-05-24,14:02,Friday,CASTLE FRANK STATION,MUIRS,0,0,,BD,0
2024-05-24,14:16,Friday,VICTORIA PARK STATION,MUIR,7,11,E,BD,5303
2024-05-24,14:30,Friday,WOODBINE STATION,PUMEL,0,0,,BD,0
2024-05-24,16:05,Friday,OLD MILL STATION,MUI,30,33,E,BD,5004
2024-05-24,16:05,Friday,DUNDAS STATION,SUDP,0,0,,YU,0
2024-05-24,16:32,Friday,PIONEER VILLAGE STATIO,MUNCA,0,0,,YU,0
2024-05-24,16:38,Friday,YORK MILLS STATION,SUDP,0,0,,YU,0
2024-05-24,16:41,Friday,SUMMERHILL STATION,SUO,5,8,S,YU,5571
2024-05-24,16:44,Friday,YORK MILLS STATION,MUPAA,5,8,S,YU,5881
2024-05-24,17:05,Friday,FINCH STATION,SUO,0,0,,YU,0
2024-05-24,17:10,Friday,MAIN STREET STATION,SUO,7,10,E,BD,5207
2024-05-24,17:13,Friday,QUEEN STATION,SUO,5,8,S,YU,5881
2024-05-24,17:43,Friday,SHERBOURNE STATION,PUMEL,0,0,,BD,0
2024-05-24,17:44,Friday,SUMMERHILL STATION,MUNCA,0,0,,YU,0
2024-05-24,17:50,Friday,HIGHWAY 407 STATION,PUMEL,0,0,,YU,0
2024-05-24,17:51,Friday,QUEEN STATION,MUATC,0,0,S,YU,5406
2024-05-24,18:02,Friday,LANSDOWNE STATION,PUMEL,0,0,,BD,0
2024-05-24,18:27,Friday,KIPLING STATION,MUPAA,0,0,W,BD,5199
2024-05-24,18:58,Friday,WELLESLEY STATION,MUIRS,0,0,W,YU,0
2024-05-24,19:10,Friday,SPADINA YUS STATION,PUOPO,0,0,S,YU,6016
2024-05-24,19:26,Friday,KING STATION,MUIRS,0,0,,YU,0
2024-05-24,19:32,Friday,BLOOR STATION,TUO,5,8,N,YU,6016
2024-05-24,19:54,Friday,QUEEN STATION,MUIS,0,0,,YU,0
2024-05-24,19:58,Friday,DUNDAS WEST STATION,MUIS,0,0,,BD,0
2024-05-24,20:12,Friday,KEELE STATION,SUDP,0,0,W,BD,5021
2024-05-24,20:18,Friday,LAWRENCE STATION,SUUT,0,0,N,YU,5586
2024-05-24,20:35,Friday,WARDEN STATION,MUI,26,31,W,BD,5027
2024-05-24,21:40,Friday,OLD MILL STATION,MUI,22,27,E,BD,5125
2024-05-24,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024-05-24,22:04,Friday,EGLINTON WEST STATION,SUG,0,0,N,YU,0
2024-05-24,22:24,Friday,GLENCAIRN STATION,MUNCA,0,0,,YU,0
2024-05-24,22:37,Friday,LAWRENCE STATION,MUPAA,4,9,S,YU,5556
2024-05-24,22:40,Friday,ROYAL YORK STATION,PUMEL,0,0,,BD,0
2024-05-24,22:59,Friday,DONLANDS STATION,TUSC,0,0,W,BD,5034
2024-05-24,23:00,Friday,SHEPPARD STATION,SUO,18,23,N,YU,5531
2024-05-24,23:18,Friday,BLOOR STATION,MUIRS,0,0,S,YU,0
2024-05-24,23:23,Friday,DUFFERIN STATION,SUROB,0,0,W,BD,5283
2024-05-24,00:04,Friday,GREENWOOD YARD,SUG,0,0,,BD,5128
2024-05-24,00:32,Friday,OSGOODE STATION,PUOPO,0,0,N,YU,5841
2024-05-24,00:39,Friday,WARDEN STATION,SUROB,0,0,,BD,0
2024-05-24,01:54,Friday,DUPONT STATION,PUMEL,0,0,,YU,0
2024-05-24,11:58,Friday,BESSARION STATION,MUPAA,0,0,W,SHP,6191
2024-05-24,15:06,Friday,DON MILLS STATION,SUDP,0,0,,SHP,0
2024-05-24,15:21,Friday,SHEPPARD-YONGE STATION,SUAP,0,0,,SHP,0
2024-05-24,17:42,Friday,DON MILLS STATION,MUPAA,0,0,,SHP,6196
2024-05-24,23:02,Friday,SHEPPARD-YONGE STATION,SUO,16,23,E,SHP,6196
2024-05-25,04:24,Saturday,UNION STATION,MUIS,0,0,,YU,0
2024-05-25,05:46,Saturday,SPADINA BD STATION,MUIS,0,0,,BD,0
2024-05-25,05:48,Saturday,BLOOR DANFORTH LINE 2,MUO,0,0,,BD,0
2024-05-25,05:50,Saturday,DAVISVILLE BUILD UP,PUOPO,0,0,N,YU,5786
2024-05-25,05:54,Saturday,EGLINTON STATION,PUOPO,8,16,N,YU,5786
2024-05-25,06:00,Saturday,WOODBINE STATION,PUMEL,0,0,E,BD,0
2024-05-25,06:34,Saturday,WILSON STATION,MUATC,11,0,N,YU,5536
2024-05-25,06:45,Saturday,EGLINTON WEST STATION,EUO,0,0,N,YU,5451
2024-05-25,07:23,Saturday,DUFFERIN STATION,TUO,0,0,,BD,0
2024-05-25,08:21,Saturday,FINCH STATION,PUMEL,0,0,,YU,0
2024-05-25,08:47,Saturday,QUEEN'S PARK STATION,MUIRS,0,0,,YU,0
2024-05-25,09:10,Saturday,GREENWOOD STATION,TUO,5,10,W,BD,5283
2024-05-25,09:23,Saturday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2024-05-25,09:23,Saturday,MUSEUM STATION,MUSAN,0,0,S,YU,5626
2024-05-25,09:40,Saturday,KIPLING STATION,PUMEL,0,0,W,BD,5058
2024-05-25,09:45,Saturday,SHEPPARD STATION,SUDP,6,12,S,YU,6126
2024-05-25,09:53,Saturday,DUPONT STATION,SUAP,3,9,N,YU,6081
2024-05-25,09:58,Saturday,BATHURST STATION,TUNCA,0,0,,BD,0
2024-05-25,10:06,Saturday,SPADINA BD STATION,MUIRS,0,0,,BD,0
2024-05-25,10:08,Saturday,QUEEN STATION,MUIRS,0,0,N,YU,0
2024-05-25,10:08,Saturday,PIONEER VILLAGE STATIO,MUATC,6,10,S,YU,5751
2024-05-25,10:17,Saturday,CHRISTIE STATION,MUIRS,0,0,,BD,0
2024-05-25,10:23,Saturday,ROYAL YORK STATION,PUMEL,0,0,,BD,0
2024-05-25,10:40,Saturday,PIONEER VILLAGE STATIO,PUOPO,7,11,S,YU,6086
2024-05-25,11:25,Saturday,UNION STATION,SUDP,18,22,N,YU,5591
2024-05-25,11:44,Saturday,PIONEER VILLAGE STATIO,SUO,0,0,N,YU,6091
2024-05-25,11:50,Saturday,BLOOR STATION,MUIS,0,0,S,YU,0
2024-05-25,11:57,Saturday,DUFFERIN STATION,MUIRS,0,0,W,BD,5073
2024-05-25,12:21,Saturday,YORK UNIVERSITY STATIO,PUOPO,0,0,S,YU,6076
2024-05-25,12:41,Saturday,KING STATION,MUIRS,0,0,,YU,0
2024-05-25,12:50,Saturday,SHEPPARD WEST STATION,PUMEL,0,0,,YU,0
2024-05-25,13:38,Saturday,YONGE BD STATION,MUIS,0,0,,BD,0
2024-05-25,13:39,Saturday,PAPE STATION,MUPAA,0,0,W,BD,5027
2024-05-25,13:40,Saturday,WOODBINE STATION,TUSC,0,0,W,BD,5274
2024-05-25,13:47,Saturday,QUEEN STATION,SUDP,0,0,S,YU,0
2024-05-25,14:10,Saturday,DUNDAS STATION,PUMEL,0,0,,YU,0
2024-05-25,14:13,Saturday,COLLEGE STATION,PUMST,0,0,,YU,0
2024-05-25,14:15,Saturday,DUNDAS STATION,MUIR,4,8,S,YU,5866
2024-05-25,14:55,Saturday,KIPLING STATION,SUG,0,0,E,BD,5098
2024-05-25,15:00,Saturday,UNION STATION,PUOPO,0,0,N,YU,6036
2024-05-25,15:21,Saturday,COXWELL STATION,SUO,5,10,E,BD,5104
2024-05-25,15:23,Saturday,DUNDAS STATION,MUPAA,5,9,S,YU,6111
2024-05-25,16:21,Saturday,BAY STATION,MUIR,0,0,W,BD,5073
2024-05-25,16:27,Saturday,QUEEN STATION,MUIRS,0,0,,YU,0
2024-05-25,17:00,Saturday,SHEPPARD STATION,SUAP,0,0,N,YU,0
2024-05-25,17:22,Saturday,SHEPPARD WEST STATION,TUO,0,0,S,YU,6036
2024-05-25,17:32,Saturday,ROSEDALE STATION,SUDP,11,14,S,YU,5536
2024-05-25,17:42,Saturday,BROADVIEW STATION,MUIS,0,0,E,BD,0
2024-05-25,18:05,Saturday,BROADVIEW STATION,TUMVS,7,12,E,BD,5318
2024-05-25,18:10,Saturday,BROADVIEW STATION,MUSC,7,12,E,BD,5318
2024-05-25,18:14,Saturday,OSGOODE STATION,MUIS,0,0,,YU,0
2024-05-25,18:24,Saturday,CHESTER STATION,SUDP,0,0,E,BD,0
2024-05-25,18:38,Saturday,COLLEGE STATION,SUO,0,0,N,YU,6066
2024-05-25,18:42,Saturday,EGLINTON STATION,SUDP,0,0,,YU,0
2024-05-25,19:02,Saturday,UNION STATION,SUDP,0,0,,YU,0
2024-05-25,19:54,Saturday,GLENCAIRN STATION,SUDP,0,0,N,YU,5606
2024-05-25,20:11,Saturday,DUNDAS STATION,MUIRS,0,0,N,YU,0
2024-05-25,20:23,Saturday,YORK UNIVERSITY STATIO,SUO,16,21,S,YU,5601
2024-05-25,20:30,Saturday,KIPLING STATION,SUO,5,10,E,BD,5104
2024-05-25,20:46,Saturday,OLD MILL STATION,SUUT,5,10,W,BD,5065
2024-05-25,20:58,Saturday,ISLINGTON STATION,MUPAA,0,0,W,BD,5065
